tanggal_tagihan,nama_kolektor,nama_sales,customer_name,tanggal_transaksi,transaksi_id,tanda_terima,total_tagihan,cash,giro_id,giro_bank,no_giro,jatuh_tempo,giro_amount,transfer_id,tanggal_transfer,transfer_amount,nihil,keterangan
24/05/2023,Puji,Sugianto,LAVANNA MOTOR,08/03,23C00508,FALSE,5094012,3000000,,,,,,,,,FALSE,Cicilan ke-1
24/05/2023,Puji,Sugianto,MITRA JASA MOTOR (Perjuangan),11/03,23C00680,TRUE,1782127,,,,,,,1847E114,15/05,1782127,FALSE,
24/05/2023,Puji,Sugianto,CV. CIPTA MANUNGGAL,03/03,23C00075,FALSE,5135193,,,,,,,,,,TRUE,
24/05/2023,,,,15/03,23C00924,FALSE,1623930,,,,,,,,,,TRUE,
24/05/2023,Puji,Sugianto,KARYA MANDIRI MOTOR,11/03,23C00679,TRUE,964501,,,,,,,05Ad4467,19/05,4169238,FALSE,
24/05/2023,,,,13/03,23C00727,TRUE,3204737,,,,,,,,,,FALSE,
24/05/2023,Pak Yanto,Widodo,BERKAH JAYA (Gandul),27/01,23A01340,FALSE,5567827,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Widodo,APUNG MOTOR (Gandul),15/03,23C00897,FALSE,8371354,8371400,,,,,,,,,FALSE,Lebih 46
24/05/2023,Pak Yanto,Widodo,BERKAH JAYA MOTOR (Cilandak),31/01,23A01599,FALSE,4041721,1000000,,,,,,,,,FALSE,Cicilan ke-2
24/05/2023,,,,31/01,23A01650,FALSE,2937060,,,,,,,,,,TRUE,
24/05/2023,,,,14/02,23B00865,FALSE,3247083,,,,,,,,,,TRUE,
24/05/2023,,,,27/02,23B01905,FALSE,218337,,,,,,,,,,TRUE,
24/05/2023,,,,14/03,23C00828,FALSE,888888,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Widodo,RAFFI MOTOR,15/02,23B01009,FALSE,2797200,1000000,,,,,,,,,FALSE,Cicilan ke-2
24/05/2023,,,,15/02,23B01014,FALSE,1968918,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Eko,PT. KUSUMA SENTOSA ABADI,31/03,22C02777,TRUE,71930012,,,,,,,6oReQ099,10/05,3000000,FALSE,Cicilan ke-15
24/05/2023,,,,06/04,22D00132,TRUE,2722608,,,,,,,,,,TRUE,
24/05/2023,,,,08/04,22D00259,TRUE,3099398,,,,,,,,,,TRUE,
24/05/2023,,,,08/04,22D00262,TRUE,7728930,,,,,,,,,,TRUE,
24/05/2023,,,,22/04,22D01187,TRUE,4461867,,,,,,,,,,TRUE,
24/05/2023,,,,22/04,22D01189,TRUE,3929189,,,,,,,,,,TRUE,
24/05/2023,,,,23/04,22D01203,TRUE,11260062,,,,,,,,,,TRUE,
24/05/2023,,,,18/05,22E00679,TRUE,8691278,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sumarna,HAN JAYA MOTOR 2,12/05,23E00874,TRUE,130970399,,,,,,,JNNhK30R,20/05,20000000,FALSE,Cicilan ke-2
24/05/2023,Pak Yanto,Sugianto,BERKAH JAYA MOTOR (Karawang),06/03,23C00231,FALSE,3361524,,,,,,,vOzCJ99Z,20/05,3361524,FALSE,
24/05/2023,Pak Yanto,Sugianto,BERLIAN MOTOR (Karawang),20/03,23C01196,FALSE,1737483,,,,,,,780199n6,23/05,1737483,FALSE,
24/05/2023,Pak Yanto,Sugianto,CAHAYA MOTOR (Karawang),19/01,23A00897,FALSE,2292927,2293000,,,,,,,,,FALSE,Lebih 73
24/05/2023,,,,13/02,23B00772,FALSE,202020,202000,,,,,,,,,FALSE,Kurang 20
24/05/2023,,,,20/03,23C01207,FALSE,1934730,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,CENTRAL MOTOR (Kosambi),16/02,23B01065,FALSE,16388340,16388300,,,,,,,,,FALSE,Kurang 40
24/05/2023,,,,23/02,23B01646,FALSE,1495725,1495700,,,,,,,,,FALSE,Kurang 25
24/05/2023,,,,23/02,23B01687,FALSE,2418801,2418800,,,,,,,,,FALSE,Kurang 1
24/05/2023,,,,25/02,23B01856,FALSE,536907,536900,,,,,,,,,FALSE,Kurang 7
24/05/2023,,,,28/02,23B02112,FALSE,9122446,,,,,,,,,,TRUE,
24/05/2023,,,,28/02,23B02117,FALSE,3179484,,,,,,,,,,TRUE,
24/05/2023,,,,28/02,23B02140,FALSE,7825655,,,,,,,,,,TRUE,
24/05/2023,,,,06/03,23C00303,FALSE,973892,,,,,,,,,,TRUE,
24/05/2023,,,,06/03,23C00309,FALSE,1571871,,,,,,,,,,TRUE,
24/05/2023,,,,07/03,23C00415,FALSE,1377466,,,,,,,,,,TRUE,
24/05/2023,,,,07/03,23C00460,FALSE,10368677,,,,,,,,,,TRUE,
24/05/2023,,,,08/03,23C00496,FALSE,1448328,,,,,,,,,,TRUE,
24/05/2023,,,,21/03,23C01345,FALSE,5339544,,,,,,,,,,TRUE,
24/05/2023,,,,21/03,23C01351,FALSE,9483685,,,,,,,,,,TRUE,
24/05/2023,,,,21/03,23C01356,FALSE,10012811,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,MAJU WIJAYA MOTOR,16/02,23B01074,TRUE,6382733,,,,,,,,,,TRUE,
24/05/2023,,,,16/02,23B01082,TRUE,8555658,,,,,,,,,,TRUE,
24/05/2023,,,,20/02,23B01282,TRUE,1677332,,,,,,,,,,TRUE,
24/05/2023,,,,23/02,23B01684,TRUE,530136,,,,,,,,,,TRUE,
24/05/2023,,,,28/02,23B02133,TRUE,6238899,,,,,,,,,,TRUE,
24/05/2023,,,,21/03,23C01317,FALSE,8719605,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,MURAH JAYA MOTOR (Karawang),21/02,23B01359,FALSE,4933950,,,,,,,,,,TRUE,
24/05/2023,,,,28/02,23B02105,FALSE,473970,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,LAKSANA MOTOR (Karawang),28/02,23B02082,FALSE,3061824,,,,,,,,,,TRUE,
24/05/2023,,,,28/02,23B02101,FALSE,1598722,1000000,,,,,,,,,FALSE,Cicilan ke-1
24/05/2023,Pak Yanto,Sugianto,ETANINA MOTOR,03/03,23C00129,FALSE,54699457,,,,,,,,,,TRUE,
24/05/2023,,,,03/03,23C00141,FALSE,2025639,,,,,,,,,,TRUE,
24/05/2023,,,,07/03,23C00325,FALSE,2452745,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,AGUNG RAYA MOTOR,04/03,23C00194,TRUE,4921052,,,,,,,335RgGQ7,22/05,6486707,FALSE,
24/05/2023,,,,07/03,23C00414,TRUE,1565655,,,,,,,,,,FALSE,
24/05/2023,,,,21/03,23C01323,FALSE,4712272,,,,,,,,,,TRUE,
24/05/2023,,,,21/03,23C01372,FALSE,2119734,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,MERPATI MOTOR,15/03,23C00877,FALSE,849261,,,,,,,,,,TRUE,
24/05/2023,,,,15/03,23C00935,FALSE,1466976,,,,,,,,,,TRUE,
24/05/2023,,,,20/03,23C01220,FALSE,25956462,,,,,,,,,,TRUE,
24/05/2023,,,,20/03,23C01240,FALSE,25595079,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,D M MOTOR,20/03,23C01243,FALSE,1465833,1465800,,,,,,,,,FALSE,Kurang 33
24/05/2023,,,,20/03,23C01246,FALSE,892540,892500,,,,,,,,,FALSE,Kurang 40
24/05/2023,Pak Yanto,Sugianto,HASAN MOTOR,03/03,23C00120,FALSE,294505,,,,,,,3A1Mbtij,20/05,294506,FALSE,
24/05/2023,,,,04/03,23C00161,FALSE,2071948,,,,,,,00KQl9ff,20/05,2071949,FALSE,
24/05/2023,,,AHSAN MOTOR,30/12,19L01420,TRUE,13683032,,,,,,,,,,TRUE,
24/05/2023,,,,20/01,20A00747,TRUE,78364121,,,,,,,,,,TRUE,
24/05/2023,,,,05/02,20B00170,TRUE,58603908,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Sugianto,STASIUN MOTOR,20/03,23C01219,FALSE,1638027,,,,,,,,,,TRUE,
24/05/2023,,,,30/03,23C02083,FALSE,1614506,,,,,,,,,,TRUE,
24/05/2023,,,,30/03,23C02104,FALSE,1315927,,,,,,,,,,TRUE,
24/05/2023,,,,28/04,23D01025,FALSE,924020,,,,,,,,,,TRUE,
24/05/2023,,,,02/05,2.30E+71,FALSE,1158507,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,MENTARI MOTOR (Bogor),31/01,23A01828,FALSE,10193718,2693700,,,,,,3Xu832s4,24/05,2000000,FALSE,"Cicilan ke-3, Pelunasan, Kurang 18"
24/05/2023,Pak Yanto,Andy,MANGGUNG JAYA TEKNIK,13/03,23C00703,FALSE,29763296,,,,,,,s53K40Tb,10/05,29763295,FALSE,
24/05/2023,Pak Yanto,Andy,MURAH MOTOR,25/03,23C01589,FALSE,28294178,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,BERKAH MOTOR (Bogor),24/03,23C01465,FALSE,4703181,3200,sYkY5B6q,B. BTN,No. TP 193959,30/05,4700000,,,,FALSE,Lebih 19
24/05/2023,Pak Yanto,Andy,JEANE MOTOR,20/02,23B01223,TRUE,3116392,,,,,,,Gs8C2803,24/05,3116391,FALSE,
24/05/2023,,,,06/03,23C00289,FALSE,1205660,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,SEKAR JAGAD MOTOR,17/02,23B01186,FALSE,12822054,,,,,,,680p3hqf,23/05,7822000,FALSE,"Pelunasan, Kurang 54"
24/05/2023,,,,02/03,23C00041,FALSE,248640,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,STAR MOTOR (Cibinong),28/02,23B02040,FALSE,3885000,,,,,,,C15xwc6P,24/05,3885000,FALSE,
24/05/2023,,,,16/03,23C01002,FALSE,4609963,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,ABADI JAYA MOTOR (Parung Banteng),03/03,23C00110,FALSE,1027971,1028000,,,,,,,,,FALSE,Lebih 29
24/05/2023,Pak Yanto,Andy,ACC MOTOR (Bogor),11/03,23C00660,FALSE,4776996,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,DENIS MOTOR CYCLE,30/12,22L02597,FALSE,6607763,,,,,,,LtxOj4B9,24/05,3469500,FALSE,"Pelunasan, Lebih 15"
24/05/2023,,,,24/01,23A01078,FALSE,1534997,,,,,,,,,,TRUE,
24/05/2023,,,,31/01,23A01867,FALSE,6369213,,,,,,,,,,TRUE,
24/05/2023,,,,24/02,23B01711,FALSE,3437515,,,,,,,,,,TRUE,
24/05/2023,,,,24/02,23B01714,FALSE,20220038,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,PRATAMA MOTOR (Bogor),08/12,22L00455,FALSE,21292897,1500000,,,,,,,,,FALSE,Cicilan ke-7
24/05/2023,,,,30/12,22L02665,FALSE,7179869,,,,,,,,,,TRUE,
24/05/2023,,,,19/01,23A00873,FALSE,6432783,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,MANDIRI MOTOR (Bogor),09/02,23B00485,FALSE,25159848,,,,,,,00640612,23/05,25159848,FALSE,
24/05/2023,,,,21/02,23B01453,FALSE,2306924,,,,,,,,,,TRUE,
24/05/2023,,,,22/02,23B01488,FALSE,2051280,,,,,,,,,,TRUE,
24/05/2023,,,,25/02,23B01843,FALSE,1025640,,,,,,,,,,TRUE,
24/05/2023,,,,13/03,23C00702,FALSE,45366144,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,DAMAI MOTOR (Bogor),17/02,23B01104,TRUE,9039507,,,,,,,8i047k9X,22/05,11727761,FALSE,
24/05/2023,,,,21/02,23B01320,TRUE,1000277,,,,,,,,,,FALSE,
24/05/2023,,,,21/02,23B01433,TRUE,1687977,,,,,,,,,,FALSE,
24/05/2023,,,,02/03,23C00032,FALSE,8030295,,,,,,,,,,TRUE,
24/05/2023,,,,04/03,23C00187,FALSE,2319290,,,,,,,,,,TRUE,
24/05/2023,,,,16/03,23C01001,FALSE,11321445,,,,,,,,,,TRUE,
24/05/2023,Pak Yanto,Andy,ICHA MOTOR SPORT,13/02,23B00716,FALSE,13769606,,,,,,,j10R94yc,23/05,4000000,FALSE,"Pelunasan Rp 2.769.606,-"
24/05/2023,,,,25/02,23B01801,FALSE,17049245,,,,,,,,,,FALSE,"Cicilan ke-1 Rp 1.230.394,-"
24/05/2023,,,,25/02,23B01804,FALSE,4720275,,,,,,,,,,FALSE,
24/05/2023,Pak Yanto,Andy,MEGA MOTOR (Gajrug),17/03,23C01061,FALSE,42658854,,,,,,,3612lPI8,19/05,5000000,FALSE,Cicilan ke-4
24/05/2023,,,,17/03,23C01067,FALSE,35250936,,,,,,,,,,TRUE,
24/05/2023,Dll,Eko,NUSANTARA MOTOR (Rangkas Bitung),22/05,23E01573,FALSE,2321998,2322000,,,,,,,,,FALSE,Lebih 2
24/05/2023,,,,17/05,23E01369,FALSE,4706977,4707000,,,,,,,,,FALSE,Lebih 23
24/05/2023,Dll,Hendra,AREN HOJAYA MOTOR,22/05,23E01540,FALSE,114730,114700,,,,,,,,,FALSE,Kurang 30
24/05/2023,Dll,Sumarna,BERKAH MOTOR (Kronjo),17/05,23E01352,FALSE,2589075,2589000,,,,,,,,,FALSE,Kurang 75
24/05/2023,Dll,Eko,MILENIUM MOTOR (Sunter),22/05,23E01522,FALSE,142391,142400,,,,,,,,,FALSE,Lebih 9
24/05/2023,Dll,Eko,PONTI JAYA MOTOR,23/05,23E01660,FALSE,475524,475500,,,,,,,,,FALSE,Kurang 24
24/05/2023,Dll,Widodo,SUKSES ABADI MOTOR,22/05,23E01636,FALSE,1287156,1287200,,,,,,,,,FALSE,Lebih 44
24/05/2023,Dll,Sugianto,MARGANDA MOTOR,17/05,23E01268,FALSE,1090298,1090300,,,,,,,,,FALSE,Lebih 2
24/05/2023,Dll,Hendra,GUDANG OLI,19/05,23E01401,FALSE,165501,165500,,,,,,,,,FALSE,Kurang 1
24/05/2023,Dll,Hendra,PULO SIRIH OLIMART,20/05,23E01481,FALSE,1233543,1233500,,,,,,,,,FALSE,Kurang 43
24/05/2023,Dll,Hendra,HOBIR MOTOR,19/05,23E01448,FALSE,3787642,3787600,,,,,,,,,FALSE,Kurang 42
24/05/2023,Dll,Hendra,GLOBAL X MOTOR (GXM),22/05,23E01498,FALSE,4695744,4695700,,,,,,,,,FALSE,Kurang 44
24/05/2023,,,,22/05,23E01577,FALSE,1435008,1435000,,,,,,,,,FALSE,Kurang 8
24/05/2023,,,,19/05,23E01444,FALSE,16981446,16981400,,,,,,,,,FALSE,Kurang 46
24/05/2023,Dll,Andy,DUNIA MOTOR (Ciracas),17/05,23E01326,FALSE,7966137,,,,,,,84C52T76,23/05,7966137,FALSE,
24/05/2023,Dll,Eko,PADA SUKA MOTOR (Palmerah),16/05,23E01078,FALSE,29957990,,,,,,,5A6jLb5y,23/05,29957989,FALSE,
24/05/2023,Dll,Hendra,PT. PRIMA MOTOR UTAMA,19/05,23E01445,FALSE,1819068,,,,,,,664Y85U7,22/05,1819068,FALSE,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),18/03,23C01186,FALSE,28755993,89600,1KaTU5d0,Panin Bank,No. BG 234391,20/06,4700000,,,,,Kurang 20
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),18/03,23C01186,FALSE,28755993,,HT139768,Panin Bank,No. BG 234388,23/06,10000000,,,,,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),18/03,23C01186,FALSE,28755993,,kjiW0wVw,Panin Bank,No. BG 234389,26/06,10000000,,,,,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),18/03,23C01186,FALSE,28755993,,ne56L42T,Panin Bank,No. BG 234390,28/06,10000000,,,,,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),20/03,23C01274,FALSE,1289376,,ne56L42T,Panin Bank,No. BG 234390,28/06,10000000,,,,,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),30/03,23C02045,FALSE,1041180,,ne56L42T,Panin Bank,No. BG 234390,28/06,10000000,,,,,
24/05/2023,Pak Yanto,Eko,SENTRAL MOTOR (Serang),31/03,23C02122,FALSE,3703071,,ne56L42T,Panin Bank,No. BG 234390,28/06,10000000,,,,,
24/05/2023,Dll,Eko,SUN MOTOR (Jakut),16/05,23E01241,FALSE,24710554,,,,,,,vozd2U2v,26/05,100000000,,
24/05/2023,Dll,Eko,SUN MOTOR (Jakut),17/05,23E01248,FALSE,120953803,,,,,,,vozd2U2v,26/05,100000000,,
24/05/2023,Dll,Eko,SUN MOTOR (Jakut),17/05,23E01248,FALSE,120953803,,,,,,,k20tUtr9,02/06,45664356,,
24/05/2023,Dll,Sugianto,MULTI JAYA MOTOR 3,31/05,23E02604,FALSE,4069538,,,,,,,g180f5fl,07/06,4069537,,
